track_id,timestamp_ms,x,y,agent_type
1,800.8008008008009,28.8648,25.3408,motorcycle
2,800.8008008008009,26.8592,24.4665,motorcycle
3,800.8008008008009,50.1503,24.331,bus
4,800.8008008008009,42.2881,20.1661,motorcycle
5,800.8008008008009,21.7916,19.7329,car
6,800.8008008008009,11.702,33.9265,car
7,800.8008008008009,53.9735,15.008,car
8,800.8008008008009,43.506,7.5177,car
1,900.900900900901,28.6095,25.4114,motorcycle
2,900.900900900901,26.4322,24.6118,motorcycle
3,900.900900900901,50.1503,24.331,bus
4,900.900900900901,41.6083,20.1845,motorcycle
5,900.900900900901,22.4085,19.2647,car
6,900.900900900901,11.7821,33.2718,car
7,900.900900900901,54.8673,15.0234,car
8,900.900900900901,43.506,7.5177,car
1,1001.001001001001,28.3578,25.4864,motorcycle
2,1001.001001001001,25.9855,24.7838,motorcycle
3,1001.001001001001,50.1503,24.331,bus
4,1001.001001001001,40.9478,20.2027,motorcycle
5,1001.001001001001,23.048,18.8177,car
6,1001.001001001001,11.9024,32.6211,car
8,1001.001001001001,43.506,7.5177,car
1,1101.101101101101,28.101,25.5627,motorcycle
2,1101.101101101101,25.5596,24.9672,motorcycle
3,1101.101101101101,50.1503,24.331,bus
4,1101.101101101101,40.3061,20.2217,motorcycle
5,1101.101101101101,23.7067,18.397,car
6,1101.101101101101,12.0434,31.9871,car
8,1101.101101101101,43.506,7.5177,car
1,1201.2012012012012,27.8482,25.6379,motorcycle
2,1201.2012012012012,25.1145,25.1627,motorcycle
3,1201.2012012012012,50.1503,24.331,bus
4,1201.2012012012012,39.6856,20.2406,motorcycle
5,1201.2012012012012,24.3839,17.9987,car
6,1201.2012012012012,12.1983,31.368,car
8,1201.2012012012012,43.506,7.5177,car
1,1301.3013013013017,27.5833,25.7277,motorcycle
2,1301.3013013013017,24.696,25.3452,motorcycle
3,1301.3013013013017,50.1503,24.331,bus
4,1301.3013013013017,39.082,20.2602,motorcycle
5,1301.3013013013017,25.075,17.6211,car
6,1301.3013013013017,12.3581,30.7581,car
8,1301.3013013013017,43.506,7.5177,car
1,1401.4014014014017,27.3133,25.8279,motorcycle
2,1401.4014014014017,24.2797,25.5533,motorcycle
3,1401.4014014014017,50.1503,24.331,bus
4,1401.4014014014017,38.4953,20.2786,motorcycle
5,1401.4014014014017,25.7793,17.2496,car
6,1401.4014014014017,12.5377,30.1547,car
8,1401.4014014014017,43.506,7.5177,car
1,1501.5015015015017,27.0386,25.9345,motorcycle
2,1501.5015015015017,23.8521,25.7738,motorcycle
3,1501.5015015015017,50.1503,24.331,bus
4,1501.5015015015017,37.9262,20.2952,motorcycle
5,1501.5015015015017,26.504,16.9002,car
6,1501.5015015015017,12.7383,29.5586,car
8,1501.5015015015017,43.506,7.5177,car
1,1601.6016016016015,26.762,26.0471,motorcycle
2,1601.6016016016015,23.4247,26.0099,motorcycle
3,1601.6016016016015,50.1503,24.331,bus
4,1601.6016016016015,37.3761,20.3106,motorcycle
5,1601.6016016016015,27.2491,16.5759,car
6,1601.6016016016015,12.9543,28.9768,car
8,1601.6016016016015,43.506,7.5177,car
1,1701.7017017017015,26.4837,26.1762,motorcycle
2,1701.7017017017015,23.0024,26.2582,motorcycle
3,1701.7017017017015,50.1503,24.331,bus
4,1701.7017017017015,36.8459,20.3255,motorcycle
5,1701.7017017017015,28.0124,16.2757,car
6,1701.7017017017015,13.1765,28.3862,car
8,1701.7017017017015,43.506,7.5177,car
1,1801.801801801802,26.2209,26.3111,motorcycle
2,1801.801801801802,22.5751,26.5199,motorcycle
3,1801.801801801802,50.1503,24.331,bus
4,1801.801801801802,36.3313,20.3404,motorcycle
5,1801.801801801802,28.7852,15.9984,car
6,1801.801801801802,13.3994,27.7842,car
8,1801.801801801802,43.506,7.5177,car
1,1901.901901901902,25.9698,26.447,motorcycle
2,1901.901901901902,22.1521,26.8115,motorcycle
3,1901.901901901902,50.1503,24.331,bus
4,1901.901901901902,35.8299,20.3542,motorcycle
5,1901.901901901902,29.5705,15.7265,car
6,1901.901901901902,13.6341,27.1882,car
8,1901.901901901902,43.506,7.5177,car
1,2002.002002002002,25.7301,26.5791,motorcycle
2,2002.002002002002,21.7574,27.1133,motorcycle
3,2002.002002002002,50.1503,24.331,bus
4,2002.002002002002,35.3452,20.3665,motorcycle
5,2002.002002002002,30.3649,15.4649,car
6,2002.002002002002,13.9183,26.5797,car
8,2002.002002002002,43.506,7.5177,car
1,2102.102102102102,25.5055,26.7002,motorcycle
2,2102.102102102102,21.3992,27.4114,motorcycle
3,2102.102102102102,50.1503,24.331,bus
4,2102.102102102102,34.8768,20.3801,motorcycle
5,2102.102102102102,31.1735,15.2198,car
6,2102.102102102102,14.2316,26.0036,car
8,2102.102102102102,43.506,7.5177,car
1,2202.202202202202,25.292,26.8125,motorcycle
2,2202.202202202202,21.0904,27.6889,motorcycle
3,2202.202202202202,50.1503,24.331,bus
4,2202.202202202202,34.4272,20.3942,motorcycle
5,2202.202202202202,32.0003,15.0067,car
6,2202.202202202202,14.5594,25.4422,car
8,2202.202202202202,43.506,7.5177,car
1,2302.3023023023025,25.064,26.9264,motorcycle
2,2302.3023023023025,20.8377,27.9307,motorcycle
3,2302.3023023023025,50.1503,24.331,bus
4,2302.3023023023025,33.9946,20.4085,motorcycle
5,2302.3023023023025,32.8366,14.8088,car
6,2302.3023023023025,14.8995,24.8907,car
8,2302.3023023023025,43.506,7.5177,car
1,2402.4024024024025,24.8219,27.0389,motorcycle
2,2402.4024024024025,20.571,28.1875,motorcycle
3,2402.4024024024025,50.1503,24.331,bus
4,2402.4024024024025,33.5757,20.421,motorcycle
5,2402.4024024024025,33.678,14.6408,car
6,2402.4024024024025,15.2513,24.3498,car
8,2402.4024024024025,43.506,7.5177,car
1,2502.5025025025025,24.5682,27.1517,motorcycle
2,2502.5025025025025,20.3128,28.4496,motorcycle
3,2502.5025025025025,50.1503,24.331,bus
4,2502.5025025025025,33.1682,20.4335,motorcycle
5,2502.5025025025025,34.5296,14.4828,car
6,2502.5025025025025,15.61,23.8085,car
8,2502.5025025025025,43.506,7.5177,car
1,2602.602602602603,24.3088,27.2567,motorcycle
2,2602.602602602603,20.0563,28.7382,motorcycle
3,2602.602602602603,50.1503,24.331,bus
4,2602.602602602603,32.7737,20.4449,motorcycle
5,2602.602602602603,35.3883,14.3369,car
6,2602.602602602603,15.9764,23.2708,car
8,2602.602602602603,43.506,7.5177,car
1,2702.702702702703,24.0756,27.3524,motorcycle
2,2702.702702702703,19.8236,29.0233,motorcycle
3,2702.702702702703,50.1503,24.331,bus
4,2702.702702702703,32.3899,20.4541,motorcycle
5,2702.702702702703,36.2547,14.2195,car
6,2702.702702702703,16.3537,22.7365,car
8,2702.702702702703,43.506,7.5177,car
1,2802.802802802803,23.8577,27.4472,motorcycle
2,2802.802802802803,19.5939,29.3074,motorcycle
3,2802.802802802803,50.1503,24.331,bus
4,2802.802802802803,32.0155,20.4598,motorcycle
5,2802.802802802803,37.1325,14.11,car
6,2802.802802802803,16.7445,22.2081,car
8,2802.802802802803,43.506,7.5177,car
9,2802.802802802803,54.926,20.3205,car
1,2902.902902902903,23.6138,27.5641,motorcycle
2,2902.902902902903,19.3737,29.6039,motorcycle
3,2902.902902902903,50.1503,24.331,bus
4,2902.902902902903,31.6404,20.4609,motorcycle
5,2902.902902902903,38.0163,14.0079,car
6,2902.902902902903,17.157,21.6959,car
8,2902.902902902903,43.506,7.5177,car
9,2902.902902902903,53.9364,20.3494,car
1,3003.003003003003,23.3435,27.7064,motorcycle
2,3003.003003003003,19.1577,29.9095,motorcycle
3,3003.003003003003,50.1503,24.331,bus
4,3003.003003003003,31.3801,20.5016,motorcycle
5,3003.003003003003,38.9033,13.9185,car
6,3003.003003003003,17.5841,21.1881,car
8,3003.003003003003,43.506,7.5177,car
9,3003.003003003003,52.9667,20.3638,car
1,3103.103103103103,23.1086,27.848,motorcycle
2,3103.103103103103,18.9359,30.226,motorcycle
3,3103.103103103103,50.1503,24.331,bus
4,3103.103103103103,31.0444,20.5151,motorcycle
5,3103.103103103103,39.7917,13.857,car
6,3103.103103103103,18.0297,20.6959,car
8,3103.103103103103,43.506,7.5177,car
9,3103.103103103103,52.0149,20.3768,car
1,3203.2032032032034,22.8965,27.9815,motorcycle
2,3203.2032032032034,18.722,30.5468,motorcycle
3,3203.2032032032034,50.1503,24.331,bus
4,3203.2032032032034,30.737,20.5295,motorcycle
5,3203.2032032032034,40.6836,13.8057,car
6,3203.2032032032034,18.4875,20.2093,car
8,3203.2032032032034,43.506,7.5177,car
9,3203.2032032032034,51.0846,20.3874,car
1,3303.3033033033034,22.6814,28.1191,motorcycle
2,3303.3033033033034,18.5264,30.8735,motorcycle
3,3303.3033033033034,50.1503,24.331,bus
4,3303.3033033033034,30.417,20.5356,motorcycle
5,3303.3033033033034,41.5723,13.7797,car
6,3303.3033033033034,18.9697,19.7369,car
8,3303.3033033033034,43.506,7.5177,car
9,3303.3033033033034,50.1747,20.3949,car
1,3403.4034034034034,22.4826,28.2535,motorcycle
2,3403.4034034034034,18.3399,31.2098,motorcycle
3,3403.4034034034034,50.1503,24.331,bus
4,3403.4034034034034,30.0999,20.5383,motorcycle
5,3403.4034034034034,42.4655,13.7614,car
6,3403.4034034034034,19.4723,19.28,car
8,3403.4034034034034,43.506,7.5177,car
9,3403.4034034034034,49.2867,20.4,car
1,3503.5035035035035,22.2941,28.3865,motorcycle
2,3503.5035035035035,18.1621,31.5829,motorcycle
3,3503.5035035035035,50.1503,24.331,bus
4,3503.5035035035035,29.8002,20.5389,motorcycle
5,3503.5035035035035,43.3586,13.7506,car
6,3503.5035035035035,19.9892,18.8397,car
8,3503.5035035035035,43.506,7.5177,car
9,3503.5035035035035,48.4145,20.4037,car
1,3603.603603603604,22.0408,28.5753,motorcycle
2,3603.603603603604,18.0274,31.9258,motorcycle
3,3603.603603603604,50.1503,24.331,bus
4,3603.603603603604,29.49,20.5294,motorcycle
5,3603.603603603604,44.2562,13.7496,car
6,3603.603603603604,20.5175,18.4025,car
8,3603.603603603604,43.506,7.5177,car
9,3603.603603603604,47.5611,20.4061,car
1,3703.703703703704,21.8145,28.7774,motorcycle
2,3703.703703703704,17.8814,32.2871,motorcycle
3,3703.703703703704,50.1503,24.331,bus
4,3703.703703703704,29.1783,20.5161,motorcycle
5,3703.703703703704,45.1584,13.7587,car
6,3703.703703703704,21.0632,17.9798,car
8,3703.703703703704,43.506,7.5177,car
9,3703.703703703704,46.727,20.4065,car
1,3803.803803803804,21.6087,28.9807,motorcycle
2,3803.803803803804,17.7394,32.6627,motorcycle
3,3803.803803803804,50.1503,24.331,bus
4,3803.803803803804,28.8642,20.4987,motorcycle
5,3803.803803803804,46.0737,13.7609,car
6,3803.803803803804,21.6188,17.5649,car
8,3803.803803803804,43.506,7.5177,car
9,3803.803803803804,45.9133,20.4056,car
1,3903.903903903904,21.424,29.1767,motorcycle
2,3903.903903903904,17.6003,33.0494,motorcycle
3,3903.903903903904,50.1503,24.331,bus
4,3903.903903903904,28.5466,20.4769,motorcycle
5,3903.903903903904,46.997,13.7588,car
6,3903.903903903904,22.1888,17.1687,car
8,3903.903903903904,43.506,7.5177,car
9,3903.903903903904,45.123,20.4042,car
1,4004.004004004004,21.2361,29.3799,motorcycle
2,4004.004004004004,17.4708,33.4487,motorcycle
3,4004.004004004004,50.1503,24.331,bus
4,4004.004004004004,28.216,20.4505,motorcycle
5,4004.004004004004,47.9316,13.757,car
6,4004.004004004004,22.7707,16.7829,car
8,4004.004004004004,43.506,7.5177,car
9,4004.004004004004,44.3541,20.403,car
1,4104.104104104104,21.0535,29.5865,motorcycle
2,4104.104104104104,17.3367,33.8751,motorcycle
3,4104.104104104104,50.1503,24.331,bus
4,4104.104104104104,27.8699,20.4157,motorcycle
5,4104.104104104104,48.8722,13.7591,car
6,4104.104104104104,23.3761,16.4157,car
8,4104.104104104104,43.506,7.5177,car
9,4104.104104104104,43.6067,20.4023,car
1,4204.204204204204,20.8988,29.7737,motorcycle
10,4204.204204204204,54.9718,22.3386,bicycle
2,4204.204204204204,17.1998,34.302,motorcycle
3,4204.204204204204,50.1503,24.331,bus
4,4204.204204204204,27.5105,20.3728,motorcycle
5,4204.204204204204,49.8194,13.7664,car
6,4204.204204204204,24.0003,16.0689,car
8,4204.204204204204,43.506,7.5177,car
9,4204.204204204204,42.8788,20.4018,car
1,4304.304304304304,20.7296,29.9803,motorcycle
10,4304.304304304304,54.5174,22.3249,bicycle
2,4304.304304304304,17.0728,34.7499,motorcycle
3,4304.304304304304,50.1503,24.331,bus
4,4304.304304304304,27.1396,20.3218,motorcycle
5,4304.304304304304,50.7679,13.7784,car
6,4304.304304304304,24.6394,15.7401,car
8,4304.304304304304,43.506,7.5177,car
9,4304.304304304304,42.1701,20.4015,car
1,4404.404404404404,20.564,30.1935,motorcycle
10,4404.404404404404,54.0778,22.3142,bicycle
2,4404.404404404404,16.9512,35.214,motorcycle
3,4404.404404404404,50.1503,24.331,bus
4,4404.404404404404,26.7589,20.2626,motorcycle
5,4404.404404404404,51.7215,13.7966,car
6,4404.404404404404,25.2865,15.4169,car
8,4404.404404404404,43.506,7.5177,car
9,4404.404404404404,41.48,20.4021,car
1,4504.504504504504,20.4055,30.4067,motorcycle
10,4504.504504504504,53.6934,22.3024,bicycle
2,4504.504504504504,16.8586,35.67,motorcycle
3,4504.504504504504,50.1503,24.331,bus
4,4504.504504504504,26.3697,20.1949,motorcycle
5,4504.504504504504,52.6774,13.8218,car
6,4504.504504504504,25.9487,15.1129,car
8,4504.504504504504,43.506,7.5177,car
9,4504.504504504504,40.8081,20.4023,car
1,4604.604604604605,20.2669,30.6172,motorcycle
10,4604.604604604605,53.319,22.2882,bicycle
2,4604.604604604605,16.7683,36.1438,motorcycle
3,4604.604604604605,50.1503,24.331,bus
4,4604.604604604605,25.9801,20.1188,motorcycle
5,4604.604604604605,53.6308,13.8565,car
6,4604.604604604605,26.6222,14.8189,car
8,4604.604604604605,43.506,7.5177,car
9,4604.604604604605,40.1524,20.4036,car
1,4704.704704704705,20.1312,30.8313,motorcycle
10,4704.704704704705,52.9468,22.275,bicycle
2,4704.704704704705,16.6934,36.6279,motorcycle
3,4704.704704704705,50.1503,24.331,bus
4,4704.704704704705,25.5917,20.0313,motorcycle
5,4704.704704704705,54.5879,13.9037,car
6,4704.704704704705,27.3164,14.5492,car
8,4704.704704704705,43.506,7.5177,car
9,4704.704704704705,39.5089,20.407,car
1,4804.804804804805,20.0025,31.0488,motorcycle
10,4804.804804804805,52.5689,22.2619,bicycle
11,4804.804804804805,54.6965,22.3709,bicycle
2,4804.804804804805,16.6447,37.1194,motorcycle
3,4804.804804804805,50.1503,24.331,bus
4,4804.804804804805,25.1685,19.9108,motorcycle
6,4804.804804804805,28.0221,14.3073,car
8,4804.804804804805,43.506,7.5177,car
9,4804.804804804805,38.8752,20.4123,car
1,4904.904904904905,19.8825,31.2651,motorcycle
10,4904.904904904905,52.1815,22.2483,bicycle
11,4904.904904904905,54.253,22.3571,bicycle
2,4904.904904904905,16.6094,37.6121,motorcycle
3,4904.904904904905,50.1503,24.331,bus
4,4904.904904904905,24.7638,19.771,motorcycle
6,4904.904904904905,28.7333,14.0901,car
8,4904.904904904905,43.506,7.5177,car
9,4904.904904904905,38.2458,20.419,car
1,5005.005005005005,19.7688,31.4806,motorcycle
10,5005.005005005005,51.7961,22.2345,bicycle
11,5005.005005005005,53.8248,22.3458,bicycle
2,5005.005005005005,16.5839,38.1016,motorcycle
3,5005.005005005005,50.1503,24.331,bus
4,5005.005005005005,24.3625,19.6149,motorcycle
6,5005.005005005005,29.4558,13.8792,car
8,5005.005005005005,43.506,7.5177,car
9,5005.005005005005,37.6185,20.4273,car
1,5105.105105105105,19.6598,31.703,motorcycle
10,5105.105105105105,51.4035,22.2165,bicycle
11,5105.105105105105,53.4118,22.3357,bicycle
3,5105.105105105105,50.1503,24.331,bus
4,5105.105105105105,23.9675,19.439,motorcycle
6,5105.105105105105,30.185,13.6825,car
8,5105.105105105105,43.506,7.5177,car
9,5105.105105105105,36.9926,20.4364,car
1,5205.205205205206,19.5516,31.9476,motorcycle
10,5205.205205205206,51.0141,22.1997,bicycle
11,5205.205205205206,53.0088,22.3268,bicycle
3,5205.205205205206,50.1503,24.331,bus
4,5205.205205205206,23.5678,19.2495,motorcycle
6,5205.205205205206,30.9353,13.5119,car
8,5205.205205205206,43.506,7.5177,car
9,5205.205205205206,36.3689,20.4422,car
1,5305.305305305305,19.4427,32.226,motorcycle
10,5305.305305305305,50.6363,22.1854,bicycle
11,5305.305305305305,52.6145,22.3205,bicycle
3,5305.305305305305,50.1503,24.331,bus
4,5305.305305305305,23.1657,19.0443,motorcycle
6,5305.305305305305,31.6937,13.3705,car
8,5305.305305305305,43.506,7.5177,car
9,5305.305305305305,35.7458,20.4425,car
1,5405.405405405406,19.3449,32.5908,motorcycle
10,5405.405405405406,50.2661,22.1721,bicycle
11,5405.405405405406,52.2227,22.3142,bicycle
3,5405.405405405406,50.1503,24.331,bus
4,5405.405405405406,22.7526,18.8105,motorcycle
6,5405.405405405406,32.4596,13.2386,car
8,5405.405405405406,43.506,7.5177,car
9,5405.405405405406,35.1486,20.5833,car
1,5505.505505505505,19.2978,32.9014,motorcycle
10,5505.505505505505,49.9045,22.1591,bicycle
11,5505.505505505505,51.8318,22.3057,bicycle
3,5505.505505505505,50.1503,24.331,bus
4,5505.505505505505,22.3324,18.5461,motorcycle
6,5505.505505505505,33.2351,13.131,car
8,5505.505505505505,43.506,7.5177,car
9,5505.505505505505,34.5341,20.6346,car
1,5605.605605605606,19.2635,33.1847,motorcycle
10,5605.605605605606,49.5439,22.1468,bicycle
11,5605.605605605606,51.4394,22.2949,bicycle
3,5605.605605605606,50.1503,24.331,bus
4,5605.605605605606,21.9197,18.2506,motorcycle
6,5605.605605605606,34.0173,13.0495,car
8,5605.605605605606,43.506,7.5177,car
9,5605.605605605606,33.9192,20.7022,car
1,5705.705705705705,19.2328,33.4465,motorcycle
10,5705.705705705705,49.1805,22.1361,bicycle
11,5705.705705705705,51.0466,22.2813,bicycle
3,5705.705705705705,50.1503,24.331,bus
4,5705.705705705705,21.5134,17.9375,motorcycle
6,5705.705705705705,34.804,12.9892,car
8,5705.705705705705,43.506,7.5177,car
9,5705.705705705705,33.3086,20.7833,car
1,5805.805805805806,19.199,33.7017,motorcycle
10,5805.805805805806,48.8124,22.128,bicycle
11,5805.805805805806,50.6565,22.2664,bicycle
12,5805.805805805806,54.7115,17.701,car
3,5805.805805805806,50.1503,24.331,bus
4,5805.805805805806,21.1029,17.6125,motorcycle
6,5805.805805805806,35.5998,12.9341,car
8,5805.805805805806,43.506,7.5177,car
9,5805.805805805806,32.7066,20.8758,car
1,5905.905905905906,19.1649,33.9448,motorcycle
10,5905.905905905906,48.4287,22.1225,bicycle
11,5905.905905905906,50.2663,22.2516,bicycle
12,5905.905905905906,53.9825,17.6975,car
3,5905.905905905906,50.1503,24.331,bus
4,5905.905905905906,20.6828,17.2707,motorcycle
6,5905.905905905906,36.4087,12.9013,car
8,5905.905905905906,43.506,7.5177,car
9,5905.905905905906,32.1086,20.9794,car
1,6006.006006006006,19.1309,34.188,motorcycle
10,6006.006006006006,48.0378,22.1204,bicycle
11,6006.006006006006,49.8801,22.2374,bicycle
12,6006.006006006006,53.2643,17.6905,car
3,6006.006006006006,50.1503,24.331,bus
4,6006.006006006006,20.2521,16.921,motorcycle
6,6006.006006006006,37.2231,12.8924,car
8,6006.006006006006,43.506,7.5177,car
9,6006.006006006006,31.5172,21.1037,car
1,6106.106106106106,19.0998,34.4548,motorcycle
10,6106.106106106106,47.645,22.122,bicycle
11,6106.106106106106,49.4913,22.2229,bicycle
12,6106.106106106106,52.5553,17.682,car
3,6106.106106106106,50.1503,24.331,bus
4,6106.106106106106,19.8217,16.566,motorcycle
6,6106.106106106106,38.0422,12.9053,car
8,6106.106106106106,43.506,7.5177,car
9,6106.106106106106,30.9276,21.2386,car
1,6206.206206206206,19.0677,34.7384,motorcycle
10,6206.206206206206,47.2486,22.1285,bicycle
11,6206.206206206206,49.1106,22.2095,bicycle
12,6206.206206206206,51.8594,17.6732,car
3,6206.206206206206,50.1503,24.331,bus
4,6206.206206206206,19.3884,16.1885,motorcycle
6,6206.206206206206,38.86,12.9356,car
8,6206.206206206206,43.506,7.5177,car
9,6206.206206206206,30.34,21.3824,car
1,6306.306306306306,19.0388,35.0306,motorcycle
10,6306.306306306306,46.8433,22.1396,bicycle
11,6306.306306306306,48.7312,22.1969,bicycle
12,6306.306306306306,51.1754,17.6655,car
3,6306.306306306306,50.1503,24.331,bus
4,6306.306306306306,18.9581,15.8039,motorcycle
6,6306.306306306306,39.688,12.9649,car
8,6306.306306306306,43.506,7.5177,car
9,6306.306306306306,29.7587,21.5379,car
1,6406.406406406407,19.0133,35.3458,motorcycle
10,6406.406406406407,46.4361,22.1565,bicycle
11,6406.406406406407,48.3529,22.1848,bicycle
12,6406.406406406407,50.5038,17.658,car
3,6406.406406406407,50.1503,24.331,bus
4,6406.406406406407,18.5345,15.4045,motorcycle
6,6406.406406406407,40.5166,12.9809,car
8,6406.406406406407,43.506,7.5177,car
9,6406.406406406407,29.1771,21.7185,car
1,6506.506506506507,18.9799,35.6386,motorcycle
10,6506.506506506507,46.0357,22.18,bicycle
11,6506.506506506507,47.9718,22.1741,bicycle
12,6506.506506506507,49.8403,17.6505,car
3,6506.506506506507,50.1503,24.331,bus
4,6506.506506506507,18.1025,15.0039,motorcycle
6,6506.506506506507,41.3491,13.0043,car
8,6506.506506506507,43.506,7.5177,car
9,6506.506506506507,28.6096,21.9207,car
1,6606.606606606607,18.9523,35.942,motorcycle
10,6606.606606606607,45.6338,22.2077,bicycle
11,6606.606606606607,47.5896,22.1649,bicycle
12,6606.606606606607,49.1822,17.643,car
3,6606.606606606607,50.1503,24.331,bus
4,6606.606606606607,17.6708,14.5924,motorcycle
6,6606.606606606607,42.1899,13.0222,car
8,6606.606606606607,43.506,7.5177,car
9,6606.606606606607,28.0547,22.1308,car
1,6706.706706706707,18.9289,36.2471,motorcycle
10,6706.706706706707,45.2344,22.2418,bicycle
11,6706.706706706707,47.2054,22.1577,bicycle
12,6706.706706706707,48.5311,17.636,car
3,6706.706706706707,50.1503,24.331,bus
4,6706.706706706707,17.2388,14.1802,motorcycle
6,6706.706706706707,43.0323,13.0363,car
8,6706.706706706707,43.506,7.5177,car
9,6706.706706706707,27.5136,22.3598,car
1,6806.806806806807,18.9092,36.5478,motorcycle
10,6806.806806806807,44.8374,22.2836,bicycle
11,6806.806806806807,46.8188,22.1531,bicycle
12,6806.806806806807,47.8885,17.6306,car
3,6806.806806806807,50.1503,24.331,bus
4,6806.806806806807,16.809,13.7506,motorcycle
6,6806.806806806807,43.8758,13.0643,car
8,6806.806806806807,43.506,7.5177,car
9,6806.806806806807,26.9791,22.5993,car
1,6906.906906906907,18.8971,36.8465,motorcycle
10,6906.906906906907,44.4403,22.3331,bicycle
11,6906.906906906907,46.4331,22.1503,bicycle
12,6906.906906906907,47.2562,17.626,car
3,6906.906906906907,50.1503,24.331,bus
4,6906.906906906907,16.3871,13.3081,motorcycle
6,6906.906906906907,44.7309,13.0889,car
8,6906.906906906907,43.506,7.5177,car
9,6906.906906906907,26.4522,22.8486,car
1,7007.007007007007,18.8859,37.1459,motorcycle
10,7007.007007007007,44.0411,22.3901,bicycle
11,7007.007007007007,46.0557,22.153,bicycle
12,7007.007007007007,46.6367,17.6214,car
3,7007.007007007007,50.1503,24.331,bus
4,7007.007007007007,15.9726,12.8556,motorcycle
6,7007.007007007007,45.5952,13.1085,car
8,7007.007007007007,43.506,7.5177,car
9,7007.007007007007,25.9345,23.1085,car
1,7107.107107107107,18.8743,37.4495,motorcycle
10,7107.107107107107,43.6409,22.4525,bicycle
11,7107.107107107107,45.6861,22.1627,bicycle
12,7107.107107107107,46.0308,17.6175,car
3,7107.107107107107,50.1503,24.331,bus
4,7107.107107107107,15.5518,12.3988,motorcycle
6,7107.107107107107,46.4676,13.1249,car
8,7107.107107107107,43.506,7.5177,car
9,7107.107107107107,25.4209,23.3941,car
1,7207.207207207208,18.8653,37.7555,motorcycle
10,7207.207207207208,43.2398,22.5186,bicycle
11,7207.207207207208,45.3235,22.1798,bicycle
12,7207.207207207208,45.439,17.6138,car
3,7207.207207207208,50.1503,24.331,bus
4,7207.207207207208,15.1362,11.9416,motorcycle
6,7207.207207207208,47.3479,13.14,car
8,7207.207207207208,43.506,7.5177,car
9,7207.207207207208,24.9202,23.7023,car
1,7307.307307307307,18.8633,38.0599,motorcycle
10,7307.307307307307,42.8381,22.5871,bicycle
11,7307.307307307307,44.9605,22.2012,bicycle
12,7307.307307307307,44.8597,17.6095,car
3,7307.307307307307,50.1503,24.331,bus
4,7307.307307307307,14.7282,11.4678,motorcycle
