local_time,weekday_Mon0,volume_vehicles_per_hour,weather_labels,temperature_C
2018-01-03 13:00,2,4591.0,Clouds,-15.22
2018-01-03 14:00,2,4983.0,Clouds,-14.77
2018-01-03 15:00,2,5589.0,Clear,-14.69
2018-01-03 16:00,2,6317.0,Clear,-14.69
2018-01-03 17:00,2,5951.0,Clear,-15.71
2018-01-03 18:00,2,4350.0,Clear,-16.93
2018-01-03 19:00,2,3144.0,Clear,-17.43
2018-01-03 20:00,2,2319.0,Clear,-18.33
2018-01-03 21:00,2,2105.0,Clear,-18.93
2018-01-03 22:00,2,1517.0,Clear,-19.53
2018-01-03 23:00,2,991.0,Clear,-19.64
2018-01-04 00:00,3,529.0,Clear,-20.33
2018-01-04 01:00,3,343.0,Clouds,-19.93
2018-01-04 02:00,3,247.0,Clouds,-19.29
2018-01-04 03:00,3,325.0,Clouds,-19.29
2018-01-04 04:00,3,827.0,Clouds,-19.93
2018-01-04 05:00,3,2757.0,Clear,-20.43
2018-01-04 06:00,3,5323.0,Clear,-21.01
2018-01-04 07:00,3,6420.0,Clouds,-20.43
2018-01-04 08:00,3,4478.0,Clouds,-21.01
2018-01-04 09:00,3,4885.0,Clouds,-19.77
2018-01-04 10:00,3,4259.0,Clouds,-19.3
2018-01-04 11:00,3,4446.0,Clouds,-18.86
2018-01-04 12:00,3,4738.0,Clouds,-18.0
2018-01-04 13:00,3,4656.0,Clouds,-17.14
2018-01-04 14:00,3,5094.0,Clouds,-16.54
2018-01-04 15:00,3,5442.0,Clouds,-16.2
2018-01-04 16:00,3,6450.0,Clouds,-15.87
2018-01-04 17:00,3,5993.0,Clouds,-16.47
2018-01-04 18:00,3,4377.0,Clouds,-17.34
2018-01-04 19:00,3,3071.0,Clouds,-17.72
2018-01-04 20:00,3,2646.0,Clear,-19.14
2018-01-04 21:00,3,3933.0,Clear,-19.94
2018-01-04 22:00,3,2422.0,Clear,-20.94
2018-01-04 23:00,3,1185.0,Clear,-21.8
2018-01-05 00:00,4,630.0,Clear,-22.4
2018-01-05 01:00,4,379.0,Clear,-23.27
2018-01-05 02:00,4,301.0,Clear,-23.07
2018-01-05 03:00,4,335.0,Clear,-23.36
2018-01-05 04:00,4,813.0,Clear,-24.14
2018-01-05 05:00,4,2629.0,Clear,-23.5
2018-01-05 06:00,4,5002.0,Clear,-23.61
2018-01-05 07:00,4,5906.0,Clear,-23.77
2018-01-05 08:00,4,4742.0,Clear,-24.36
2018-01-05 09:00,4,4704.0,Haze,-24.15
2018-01-05 10:00,4,4279.0,Clear,-22.43
2018-01-05 11:00,4,4566.0,Clear,-21.07
2018-01-05 12:00,4,4989.0,Clouds,-19.74
2018-01-05 13:00,4,4968.0,Clouds,-18.14
2018-01-05 14:00,4,5315.0,Clear,-17.21
2018-01-05 15:00,4,5867.0,Clouds,-16.87
2018-01-05 16:00,4,6504.0,Clear,-16.67
2018-01-05 17:00,4,6185.0,Clouds,-17.33
2018-01-05 18:00,4,4611.0,Clouds,-18.15
2018-01-05 19:00,4,3652.0,Clouds,-19.57
2018-01-05 20:00,4,2880.0,Clear,-21.07
2018-01-05 21:00,4,2815.0,Clear,-22.4
2018-01-05 22:00,4,2978.0,Clear,-23.13
2018-01-05 23:00,4,1805.0,Clear,-24.0
2018-01-06 00:00,5,1003.0,Clear,-24.53
2018-01-06 01:00,5,673.0,Mist,-25.5
2018-01-06 02:00,5,483.0,Mist,-25.33
2018-01-06 03:00,5,319.0,Clear,-25.8
2018-01-06 04:00,5,383.0,Clear,-26.0
2018-01-06 05:00,5,694.0,Clear,-26.0
2018-01-06 06:00,5,1129.0,Clear,-26.07
2018-01-06 07:00,5,1728.0,Clear,-25.94
2018-01-06 08:00,5,2487.0,Haze,-25.53
2018-01-06 09:00,5,3046.0,Mist,-25.07
2018-01-06 10:00,5,3593.0,Mist,-22.08
2018-01-06 11:00,5,4092.0,Clouds,-18.14
2018-01-06 12:00,5,4506.0,Clouds,-15.79
2018-01-06 13:00,5,4501.0,Clear,-14.07
2018-01-06 14:00,5,4857.0,Clouds,-12.94
2018-01-06 15:00,5,4519.0,Clouds,-12.36
2018-01-06 16:00,5,4486.0,Clouds,-12.0
2018-01-06 17:00,5,4536.0,Clear,-12.22
2018-01-06 18:00,5,3801.0,Clouds,-12.22
2018-01-06 19:00,5,3174.0,Clouds,-12.27
2018-01-06 20:00,5,2556.0,Clouds,-11.87
2018-01-06 21:00,5,2463.0,Clouds,-11.74
2018-01-06 22:00,5,2801.0,Clouds,-11.4
2018-01-06 23:00,5,2089.0,Snow,-11.2
2018-01-07 00:00,6,1053.0,Snow,-10.8
2018-01-07 01:00,6,648.0,Snow,-10.22
2018-01-07 02:00,6,540.0,Clouds,-10.07
2018-01-07 03:00,6,313.0,Clouds,-9.73
2018-01-07 04:00,6,260.0,Clouds,-9.5
2018-01-07 05:00,6,442.0,Clouds,-9.29
2018-01-07 06:00,6,769.0,Clouds,-9.4
2018-01-07 07:00,6,1024.0,Clouds,-8.6
2018-01-07 08:00,6,1695.0,Clouds,-8.36
2018-01-07 09:00,6,2516.0,Clear,-7.86
2018-01-07 10:00,6,3256.0,Clouds,-7.0
2018-01-07 11:00,6,3670.0,Clear,-5.93
2018-01-07 12:00,6,4070.0,Clouds,-4.47
2018-01-07 13:00,6,4065.0,Clouds,-3.27
2018-01-07 14:00,6,4409.0,Clouds,-2.8
2018-01-07 15:00,6,4082.0,Clouds,-2.36
2018-01-07 16:00,6,4050.0,Clouds,-1.93
2018-01-07 17:00,6,4099.0,Clouds,-1.85
2018-01-07 18:00,6,3388.0,Clouds,-2.43
2018-01-07 19:00,6,2780.0,Clouds,-2.57
2018-01-07 20:00,6,2261.0,Clouds,-2.14
2018-01-07 21:00,6,1800.0,Clouds,-1.28
2018-01-07 22:00,6,1433.0,Clouds,-0.79
2018-01-07 23:00,6,1073.0,Clouds,-0.59
2018-01-08 00:00,0,455.0,Clouds,-0.79
2018-01-08 01:00,0,289.0,Clear,-1.94
2018-01-08 02:00,0,220.0,Clear,-2.93
2018-01-08 03:00,0,361.0,Mist,-3.14
2018-01-08 04:00,0,820.0,Mist,-3.2
2018-01-08 05:00,0,2809.0,Clear,-3.08
2018-01-08 06:00,0,5189.0,Clear,-3.67
2018-01-08 07:00,0,6048.0,Clear,-3.72
2018-01-08 08:00,0,5751.0,Clear,-3.86
2018-01-08 09:00,0,4728.0,Clouds,-4.21
2018-01-08 10:00,0,4138.0,Clear,-3.07
2018-01-08 11:00,0,4324.0,Clouds,-1.01
2018-01-08 12:00,0,4512.0,Clear,-0.57
2018-01-08 13:00,0,4786.0,Clouds,0.86
2018-01-08 14:00,0,4880.0,Clear,1.43
2018-01-08 15:00,0,5406.0,Clouds,2.06
2018-01-08 16:00,0,6458.0,Clouds,2.38
2018-01-08 17:00,0,5732.0,Clouds,1.2
2018-01-08 18:00,0,4446.0,Clouds,-1.0
2018-01-08 19:00,0,2836.0,Clouds,-3.0
2018-01-08 20:00,0,2416.0,Clouds,-4.07
2018-01-08 21:00,0,2076.0,Clear,-4.21
2018-01-08 22:00,0,1481.0,Clear,-4.6
2018-01-08 23:00,0,948.0,Clear,-5.0
2018-01-09 00:00,1,560.0,Clear,-4.38
2018-01-09 01:00,1,342.0,Clouds,-4.6
2018-01-09 02:00,1,239.0,Clouds,-3.67
2018-01-09 03:00,1,334.0,Clouds,-2.74
2018-01-09 04:00,1,832.0,Clouds,-2.07
2018-01-09 05:00,1,2972.0,Mist,-1.5
2018-01-09 06:00,1,5674.0,Clouds,-0.79
2018-01-09 07:00,1,6229.0,Clouds,-0.65
2018-01-09 08:00,1,5965.0,Clouds,-0.36
2018-01-09 09:00,1,5124.0,Clouds,-0.07
2018-01-09 10:00,1,4348.0,Clouds,0.8
2018-01-09 11:00,1,4473.0,Clouds,1.73
2018-01-09 12:00,1,5034.0,Clouds,3.06
2018-01-09 13:00,1,4784.0,Clouds,3.92
2018-01-09 14:00,1,5065.0,Clouds,5.33
2018-01-09 15:00,1,5589.0,Clouds,5.6
2018-01-09 16:00,1,6559.0,Clouds,5.21
2018-01-09 17:00,1,6104.0,Clouds,4.86
2018-01-09 18:00,1,4405.0,Clouds,4.0
2018-01-09 19:00,1,3001.0,Clouds,3.43
2018-01-09 20:00,1,2604.0,Clouds,3.07
2018-01-09 21:00,1,2931.0,Clouds,2.78
2018-01-09 22:00,1,3488.0,Clear,2.72
2018-01-09 23:00,1,1125.0,Clear,2.5
2018-01-10 00:00,2,583.0,Clear,2.0
2018-01-10 01:00,2,327.0,Clear,1.71
2018-01-10 02:00,2,270.0,Clear,1.36
2018-01-10 03:00,2,336.0,Haze;Mist,1.0
2018-01-10 04:00,2,887.0,Haze;Mist,1.36
2018-01-10 05:00,2,2944.0,Haze;Mist,1.53
2018-01-10 06:00,2,5614.0,Haze;Mist,1.67
2018-01-10 07:00,2,6228.0,Haze;Mist,1.6
2018-01-10 08:00,2,5842.0,Haze;Mist,1.8
2018-01-10 09:00,2,5145.0,Haze;Mist,1.8
2018-01-10 10:00,2,4552.0,Haze;Mist,1.93
2018-01-10 11:00,2,4623.0,Mist,2.07
2018-01-10 12:00,2,4911.0,Mist,2.57
2018-01-10 13:00,2,4926.0,Mist,2.64
2018-01-10 14:00,2,5315.0,Haze;Mist,2.8
2018-01-10 15:00,2,5681.0,Haze;Mist,2.8
2018-01-10 16:00,2,6602.0,Haze;Mist,2.61
2018-01-10 17:00,2,6128.0,Haze;Mist,2.79
2018-01-10 18:00,2,4520.0,Drizzle;Mist,2.27
2018-01-10 19:00,2,2986.0,Mist,2.14
2018-01-10 20:00,2,2642.0,Drizzle;Fog;Mist,2.14
2018-01-10 21:00,2,2342.0,Drizzle;Fog;Mist,2.07
2018-01-10 22:00,2,1596.0,Drizzle;Fog;Mist,2.0
2018-01-10 23:00,2,1115.0,Drizzle;Fog;Mist,2.0
2018-01-11 00:00,3,568.0,Drizzle;Fog;Mist,1.79
2018-01-11 01:00,3,352.0,Drizzle;Mist,1.71
2018-01-11 02:00,3,291.0,Drizzle;Fog;Mist,0.93
2018-01-11 03:00,3,391.0,Drizzle;Mist,-0.63
2018-01-11 04:00,3,855.0,Drizzle;Mist;Snow,-2.87
2018-01-11 05:00,3,2869.0,Mist;Snow,-4.21
2018-01-11 06:00,3,4869.0,Haze;Mist;Snow,-5.71
2018-01-11 07:00,3,4601.0,Mist;Snow,-8.24
2018-01-11 08:00,3,4475.0,Mist;Snow,-9.31
2018-01-11 09:00,3,4021.0,Mist;Snow,-10.77
2018-01-11 10:00,3,3559.0,Mist;Snow,-11.62
2018-01-11 11:00,3,3524.0,Mist;Snow,-11.77
2018-01-11 12:00,3,3587.0,Mist;Snow,-12.23
2018-01-11 13:00,3,3293.0,Mist;Snow,-12.69
2018-01-11 14:00,3,3557.0,Mist;Snow,-12.92
2018-01-11 15:00,3,4081.0,Mist;Snow,-13.23
2018-01-11 16:00,3,4269.0,Snow,-13.46
2018-01-11 17:00,3,4178.0,Haze;Snow,-13.23
2018-01-11 18:00,3,3130.0,Snow,-13.08
2018-01-11 19:00,3,2480.0,Clouds,-13.23
2018-01-11 20:00,3,2251.0,Clear,-13.62
2018-01-11 21:00,3,2081.0,Clear,-14.47
2018-01-11 22:00,3,1450.0,Clear,-14.93
2018-01-11 23:00,3,949.0,Clear,-16.26
2018-01-12 00:00,4,566.0,Clear,-17.54
2018-01-12 01:00,4,335.0,Clear,-18.39
2018-01-12 02:00,4,272.0,Clear,-19.47
2018-01-12 03:00,4,353.0,Clear,-20.7
2018-01-12 04:00,4,828.0,Clear,-21.31
2018-01-12 05:00,4,2728.0,Clear,-22.08
2018-01-12 06:00,4,4791.0,Clear,-22.69
2018-01-12 07:00,4,5517.0,Clear,-23.31
2018-01-12 08:00,4,4240.0,Clear,-23.77
2018-01-12 09:00,4,4565.0,Clear,-23.85
2018-01-12 10:00,4,3988.0,Clear,-22.93
2018-01-12 11:00,4,4440.0,Clear,-21.7
2018-01-12 12:00,4,4958.0,Clear,-19.93
2018-01-12 13:00,4,4928.0,Clear,-18.39
2018-01-12 14:00,4,5078.0,Clear,-17.24
2018-01-12 15:00,4,5560.0,Clear,-16.77
2018-01-12 16:00,4,5841.0,Clear,-16.14
2018-01-12 17:00,4,5779.0,Clear,-16.57
2018-01-12 18:00,4,4677.0,Clear,-17.5
2018-01-12 19:00,4,3348.0,Clear,-18.4
2018-01-12 20:00,4,2690.0,Clear,-19.4
2018-01-12 21:00,4,2573.0,Clear,-19.43
2018-01-12 22:00,4,2440.0,Clear,-20.6
2018-01-12 23:00,4,1654.0,Clear,-20.42
2018-01-13 00:00,5,1032.0,Clear,-20.57
2018-01-13 01:00,5,601.0,Clear,-20.64
2018-01-13 02:00,5,467.0,Clear,-21.5
2018-01-13 03:00,5,361.0,Clear,-22.07
2018-01-13 04:00,5,388.0,Clear,-23.07
2018-01-13 05:00,5,647.0,Clear,-23.5
2018-01-13 06:00,5,1175.0,Clear,-23.69
2018-01-13 07:00,5,1720.0,Clear,-24.36
2018-01-13 08:00,5,2582.0,Clear,-24.92
2018-01-13 09:00,5,3473.0,Clear,-24.58
2018-01-13 10:00,5,3916.0,Clear,-22.79
2018-01-13 11:00,5,4155.0,Clear,-21.22
2018-01-13 12:00,5,4379.0,Clear,-19.0
2018-01-13 13:00,5,4595.0,Clear,-17.86
2018-01-13 14:00,5,4212.0,Clear,-17.0
2018-01-13 15:00,5,3941.0,Clear,-16.43
2018-01-13 16:00,5,3601.0,Clear,-16.0
2018-01-13 17:00,5,3374.0,Clear,-16.47
2018-01-13 18:00,5,3141.0,Clear,-17.93
2018-01-13 19:00,5,3479.0,Clear,-20.13
2018-01-13 20:00,5,3429.0,Clear,-21.06
2018-01-13 21:00,5,4055.0,Clear,-22.06
2018-01-13 22:00,5,2990.0,Clear,-22.52
2018-01-13 23:00,5,1872.0,Clear,-23.39
2018-01-14 00:00,6,1210.0,Clear,-23.53
2018-01-14 01:00,6,756.0,Clear,-23.19
2018-01-14 02:00,6,494.0,Clear,-22.99
2018-01-14 03:00,6,313.0,Clear,-22.66
2018-01-14 04:00,6,271.0,Clear,-22.42
2018-01-14 05:00,6,474.0,Clear,-22.93
2018-01-14 06:00,6,735.0,Clouds,-21.86
2018-01-14 07:00,6,1296.0,Clouds,-20.13
2018-01-14 08:00,6,1880.0,Clouds,-18.4
2018-01-14 09:00,6,2567.0,Snow,-17.06
2018-01-14 10:00,6,3338.0,Mist;Snow,-15.8
2018-01-14 11:00,6,3771.0,Mist;Snow,-14.01
2018-01-14 12:00,6,4175.0,Haze;Snow,-12.67
2018-01-14 13:00,6,4567.0,Haze;Snow,-11.36
2018-01-14 14:00,6,3873.0,Mist;Snow,-10.71
2018-01-14 15:00,6,3383.0,Fog;Snow,-10.27
2018-01-14 16:00,6,2769.0,Fog;Mist;Snow,-10.07
2018-01-14 17:00,6,2357.0,Fog;Mist;Snow,-9.54
2018-01-14 18:00,6,1935.0,Mist;Snow,-9.43
2018-01-14 19:00,6,1800.0,Mist;Snow,-8.61
2018-01-14 20:00,6,2218.0,Mist;Snow,-8.57
2018-01-14 21:00,6,2264.0,Mist;Snow,-9.21
2018-01-14 22:00,6,2292.0,Haze;Mist;Snow,-9.74
2018-01-14 23:00,6,979.0,Mist;Snow,-10.48
2018-01-15 00:00,0,600.0,Haze;Mist;Snow,-10.61
2018-01-15 01:00,0,341.0,Mist;Snow,-11.21
2018-01-15 02:00,0,269.0,Mist;Snow,-12.01
2018-01-15 03:00,0,347.0,Haze;Snow,-12.34
2018-01-15 04:00,0,775.0,Haze;Mist;Snow,-13.07
2018-01-15 05:00,0,2183.0,Haze;Mist;Snow,-13.81
2018-01-15 06:00,0,3637.0,Haze;Snow,-14.41
2018-01-15 07:00,0,3651.0,Haze;Mist;Snow,-14.87
2018-01-15 08:00,0,3231.0,Mist;Snow,-15.47
2018-01-15 09:00,0,3410.0,Haze;Snow,-16.21
2018-01-15 10:00,0,3307.0,Haze;Snow,-16.14
2018-01-15 11:00,0,3638.0,Haze;Snow,-15.86
2018-01-15 12:00,0,3970.0,Haze;Snow,-15.47
2018-01-15 13:00,0,4207.0,Haze;Snow,-15.14
2018-01-15 14:00,0,4440.0,Haze,-14.67
2018-01-15 15:00,0,4414.0,Haze;Snow,-14.6
2018-01-15 16:00,0,4800.0,Haze;Snow,-14.79
2018-01-15 17:00,0,4437.0,Snow,-15.29
2018-01-15 18:00,0,3528.0,Snow,-15.58
2018-01-15 19:00,0,2611.0,Snow,-15.43
2018-01-15 20:00,0,2162.0,Snow,-16.13
2018-01-15 21:00,0,1977.0,Snow,-16.14
2018-01-15 22:00,0,1430.0,Snow,-16.43
2018-01-15 23:00,0,888.0,Snow,-16.5
2018-01-16 00:00,1,494.0,Snow,-16.8
2018-01-16 01:00,1,321.0,Snow,-16.87
2018-01-16 02:00,1,255.0,Clear,-17.14
2018-01-16 03:00,1,354.0,Snow,-17.6
2018-01-16 04:00,1,872.0,Snow,-18.0
2018-01-16 05:00,1,2836.0,Snow,-17.53
2018-01-16 06:00,1,5254.0,Snow,-17.34
2018-01-16 07:00,1,5568.0,Snow,-17.54
2018-01-16 08:00,1,5066.0,Snow,-17.74
2018-01-16 09:00,1,5045.0,Mist;Snow,-17.65
2018-01-16 10:00,1,4302.0,Snow,-17.74
2018-01-16 11:00,1,4332.0,Mist;Snow,-16.86
2018-01-16 12:00,1,4602.0,Clear,-16.22
2018-01-16 13:00,1,4608.0,Clear,-15.21
2018-01-16 14:00,1,4625.0,Clear,-14.54
2018-01-16 15:00,1,5424.0,Clear,-14.01
2018-01-16 16:00,1,6186.0,Clear,-13.79
2018-01-16 17:00,1,5809.0,Clear,-14.36
2018-01-16 18:00,1,4066.0,Clear,-15.64
2018-01-16 19:00,1,2924.0,Clear,-16.86
2018-01-16 20:00,1,2574.0,Clear,-17.22
2018-01-16 21:00,1,2330.0,Clear,-17.57
2018-01-16 22:00,1,1522.0,Clear,-17.73
2018-01-16 23:00,1,977.0,Clear,-18.27
2018-01-17 00:00,2,491.0,Clear,-18.37
2018-01-17 01:00,2,303.0,Clear,-18.6
2018-01-17 02:00,2,245.0,Clear,-18.6
2018-01-17 03:00,2,346.0,Clear,-18.53
2018-01-17 04:00,2,882.0,Clear,-18.26
2018-01-17 05:00,2,2856.0,Clear,-17.87
2018-01-17 06:00,2,5351.0,Clear,-17.27
2018-01-17 07:00,2,5684.0,Clear,-16.57
2018-01-17 08:00,2,5345.0,Clouds,-16.14
2018-01-17 09:00,2,4847.0,Clouds,-14.72
2018-01-17 10:00,2,4412.0,Clouds,-12.44
2018-01-17 11:00,2,4497.0,Clear,-10.34
2018-01-17 12:00,2,4653.0,Clear,-8.08
2018-01-17 13:00,2,4917.0,Clouds,-6.54
2018-01-17 14:00,2,5147.0,Clear,-5.29
2018-01-17 15:00,2,3271.0,Clear,-3.57
2018-01-17 16:00,2,5287.0,Clear,-2.79
2018-01-17 17:00,2,5676.0,Clear,-3.36
2018-01-17 18:00,2,4207.0,Clear,-3.28
2018-01-17 19:00,2,3080.0,Clear,-3.29
2018-01-17 20:00,2,2777.0,Clear,-3.43
2018-01-17 21:00,2,2278.0,Clear,-3.14
2018-01-17 22:00,2,1706.0,Clear,-3.36
2018-01-17 23:00,2,2597.0,Clear,-3.86
2018-01-18 00:00,3,756.0,Clear,-4.07
2018-01-18 01:00,3,352.0,Clear,-4.74
2018-01-18 03:00,3,366.0,Clear,-5.08
2018-01-18 04:00,3,883.0,Clear,-5.5
2018-01-18 05:00,3,2952.0,Clear,-4.87
2018-01-18 06:00,3,5369.0,Clear,-4.5
2018-01-18 07:00,3,5848.0,Clear,-5.07
2018-01-18 08:00,3,5751.0,Clouds,-5.57
2018-01-18 09:00,3,5143.0,Clouds,-5.61
2018-01-18 10:00,3,4479.0,Clear,-3.58
2018-01-18 11:00,3,4706.0,Clear,-0.55
2018-01-18 12:00,3,4872.0,Clear,1.53
2018-01-18 13:00,3,4878.0,Clear,2.86
2018-01-18 14:00,3,5056.0,Clouds,4.06
2018-01-18 15:00,3,5834.0,Clouds,4.73
2018-01-18 16:00,3,6527.0,Clouds,4.4
2018-01-18 17:00,3,6039.0,Clouds,3.0
2018-01-18 18:00,3,4502.0,Clouds,1.67
2018-01-18 19:00,3,3289.0,Clouds,0.14
2018-01-18 20:00,3,3096.0,Clouds,-0.92
2018-01-18 21:00,3,2753.0,Clouds,-1.0
2018-01-18 22:00,3,1797.0,Clear,-0.99
2018-01-18 23:00,3,1188.0,Mist,-1.4
2018-01-19 00:00,4,589.0,Mist,-1.66
2018-01-19 01:00,4,333.0,Mist,-1.07
2018-01-19 02:00,4,283.0,Mist,-1.4
2018-01-19 03:00,4,373.0,Mist,-1.33
2018-01-19 04:00,4,886.0,Clear,-1.47
2018-01-19 05:00,4,2795.0,Mist,-1.21
2018-01-19 06:00,4,5340.0,Mist,-1.36
2018-01-19 07:00,4,6309.0,Clouds,-1.13
2018-01-19 08:00,4,5673.0,Clouds,-1.13
2018-01-19 09:00,4,4948.0,Clear,-0.87
2018-01-19 10:00,4,4463.0,Clouds,-0.08
2018-01-19 11:00,4,4936.0,Clouds,1.14
2018-01-19 12:00,4,5218.0,Clouds,2.13
2018-01-19 13:00,4,5101.0,Clouds,3.46
2018-01-19 14:00,4,5302.0,Clouds,4.8
2018-01-19 15:00,4,5810.0,Clouds,5.14
2018-01-19 16:00,4,6305.0,Clouds,5.5
2018-01-19 17:00,4,5657.0,Clouds,5.0
2018-01-19 18:00,4,4503.0,Clouds,3.6
2018-01-19 19:00,4,3516.0,Clouds,2.27
2018-01-19 20:00,4,3094.0,Clouds,2.35
2018-01-19 21:00,4,3370.0,Clouds,2.49
2018-01-19 22:00,4,2819.0,Clear,2.92
2018-01-19 23:00,4,1892.0,Clear,2.08
2018-01-20 00:00,5,1179.0,Clear,1.07
2018-01-20 01:00,5,759.0,Clear,0.85
2018-01-20 02:00,5,528.0,Mist,-0.85
2018-01-20 03:00,5,366.0,Mist,-2.6
2018-01-20 04:00,5,399.0,Fog,-3.93
2018-01-20 05:00,5,703.0,Fog;Haze;Mist,-4.42
2018-01-20 06:00,5,1307.0,Fog;Haze;Mist,-4.8
2018-01-20 07:00,5,1888.0,Mist,-3.94
2018-01-20 08:00,5,2838.0,Clouds,-3.93
2018-01-20 09:00,5,3381.0,Clouds,-2.87
2018-01-20 10:00,5,4033.0,Mist,-1.57
2018-01-20 11:00,5,4425.0,Clouds,0.54
2018-01-20 12:00,5,4886.0,Clouds,2.13
2018-01-20 13:00,5,4693.0,Clouds,2.93
2018-01-20 14:00,5,4986.0,Clouds,3.43
2018-01-20 15:00,5,4811.0,Clouds,4.34
2018-01-20 16:00,5,4757.0,Clouds,4.5
2018-01-20 17:00,5,4754.0,Clouds,4.34
2018-01-20 18:00,5,4530.0,Clear,3.21
2018-01-20 19:00,5,3900.0,Clear,2.34
2018-01-20 20:00,5,3497.0,Clouds,1.71
2018-01-20 21:00,5,3742.0,Clouds,1.27
2018-01-20 22:00,5,3608.0,Clear,0.87
2018-01-20 23:00,5,3427.0,Mist,1.14
2018-01-21 00:00,6,1830.0,Clear,1.39
2018-01-21 01:00,6,1254.0,Mist,1.07
2018-01-21 02:00,6,788.0,Mist,0.74
2018-01-21 03:00,6,367.0,Mist,0.93
2018-01-21 04:00,6,433.0,Mist,0.92
2018-01-21 05:00,6,582.0,Mist,0.43
2018-01-21 06:00,6,1070.0,Mist,0.14
2018-01-21 07:00,6,1343.0,Mist,0.36
2018-01-21 08:00,6,2056.0,Mist,0.78
2018-01-21 09:00,6,2804.0,Clouds,0.72
2018-01-21 10:00,6,3355.0,Clouds,1.29
2018-01-21 11:00,6,3686.0,Clouds,2.07
2018-01-21 12:00,6,4247.0,Clouds,2.47
2018-01-21 13:00,6,4403.0,Clouds,2.87
2018-01-21 14:00,6,4464.0,Clouds,3.07
2018-01-21 15:00,6,4261.0,Clouds,2.93
2018-01-21 16:00,6,4236.0,Clouds,2.79
2018-01-21 17:00,6,3791.0,Clouds,2.74
2018-01-21 18:00,6,2398.0,Clouds,2.36
2018-01-21 19:00,6,1992.0,Clouds,2.35
2018-01-21 20:00,6,2566.0,Clouds,2.28
2018-01-21 21:00,6,2433.0,Clouds,2.2
2018-01-21 22:00,6,1481.0,Clouds,2.0
2018-01-21 23:00,6,848.0,Clouds,2.0
2018-01-22 00:00,0,486.0,Clouds,1.79
